Barri,Metres_Quadrats,Num_Habitacions,Num_Lavabos,Preu,Tipus_Immoble
Sant Gervasi - Galvany,260,4,4,5.400 €,Ático
Fort Pienc,130,4,2,1.295 €,Piso
Les Corts,110,3,2,1.750 €,Piso
Dreta de l´Eixample,100,2,2,1.155 €,Piso
Esquerra Baixa de l´Eixample,89,3,2,1.260 €,Piso
Sant Gervasi - Galvany,140,4,2,2.200 €,Piso
Sant Gervasi - Galvany,260,4,4,5.400 €,Ático
Sant Gervasi - Galvany,280,4,4,4.900 €,Piso
Camp d´en Grassot - Gràcia N.,65,3,1,800 €,Piso
Raval,80,3,2,1.200 €,Piso
Sant Andreu,37,,1,650 €,Piso
Raval,80,3,2,800 €,Piso
Vila de Gràcia,100,,1,1.300 €,Loft
Dreta de l´Eixample,45,,1,950 €,Loft
Poble Sec,66,3,1,850 €,Piso
Gòtic,78,2,1,1.100 €,Piso
Dreta de l´Eixample,72,3,1,950 €,Piso
Sarrià,200,4,4,3.900 €,Piso
Vila de Gràcia,82,2,1,1.100 €,Piso
Camp d´en Grassot - Gràcia N.,70,3,1,890 €,Piso
Sant Ramon - Maternitat,70,3,2,1.000 €,Piso
Dreta de l´Eixample,200,4,2,2.980 €,Piso
Dreta de l´Eixample,40,,1,950 €,Apartamento
Sagrada Família,90,4,2,1.000 €,Piso
Les Corts,92,3,1,1.200 €,Piso
Putget - Farró,100,3,2,1.300 €,Piso
Esquerra Alta de l´Eixample,136,3,3,2.200 €,Piso
Poble Sec,74,,1,800 €,Piso
Navas,71,3,1,1.000 €,Piso
St. Pere - Sta. Caterina - El Born,38,,1,550 €,Piso
Raval,97,,1,975 €,Loft
Dreta de l´Eixample,147,3,2,1.800 €,Piso
Sant Ramon - Maternitat,107,3,1,1.200 €,Piso
Esquerra Alta de l´Eixample,95,3,2,1.300 €,Piso
Sants,66,4,1,875 €,Piso
Sant Antoni,42,,1,900 €,Apartamento
Raval,35,,1,790 €,Loft
Sant Gervasi - Galvany,75,2,2,1.800 €,Ático
Sants,65,3,1,800 €,Piso
Baix Guinardó,91,2,1,1.000 €,Piso
Sant Gervasi - Galvany,139,4,2,1.750 €,Piso
Sants,56,,1,880 €,Piso
Camp de l´Arpa,72,2,1,800 €,Piso
Camp de l´Arpa,91,4,2,1.100 €,Piso
Sant Gervasi - Galvany,160,4,2,1.800 €,Piso
Raval,100,2,,2.600 €,Apartamento
Camp d´en Grassot - Gràcia N.,80,3,1,1.990 €,Ático
Pedralbes,172,4,3,2.500 €,Piso
Poble Sec,59,,1,950 €,Piso
St. Pere - Sta. Caterina - El Born,70,,1,950 €,Apartamento
St. Pere - Sta. Caterina - El Born,70,,1,950 €,Apartamento
Sant Antoni,94,3,2,1.350 €,Piso
Sant Ramon - Maternitat,80,4,2,1.450 €,Piso
Vila de Gràcia,76,2,1,1.200 €,Piso
Esquerra Baixa de l´Eixample,100,3,2,1.250 €,Piso
Raval,50,2,1,940 €,Piso
Dreta de l´Eixample,180,3,2,2.700 €,Piso
Badal,50,2,1,800 €,Piso
Sant Gervasi - Galvany,285,5,5,5.300 €,Piso
Raval,100,,2,900 €,Piso
Dreta de l´Eixample,75,,1,1.290 €,Piso
St. Pere - Sta. Caterina - El Born,70,2,1,950 €,Piso
Hostafrancs,98,3,2,1.100 €,Piso
Dreta de l´Eixample,100,2,2,3.000 €,Piso
Dreta de l´Eixample,77,3,2,1.350 €,Piso
Besòs - Maresme,100,3,2,2.400 €,Apartamento
Dreta de l´Eixample,88,2,1,1.350 €,Piso
Dreta de l´Eixample,90,3,1,1.030 €,Piso
Sagrada Família,50,2,1,950 €,Piso
Camp de l´Arpa,90,3,2,1.000 €,Piso
Diagonal Mar - La Mar Bella,79,2,1,1.225 €,Piso
Poble Sec,50,2,1,930 €,Piso
Baix Guinardó,55,,1,650 €,Piso
Sant Ramon - Maternitat,83,3,2,1.100 €,Piso
Vila de Gràcia,50,2,1,1.000 €,Piso
La Salut,78,3,1,790 €,Piso
Dreta de l´Eixample,206,4,4,2.250 €,Piso
Raval,63,2,2,890 €,Piso
Les Corts,110,3,2,1.500 €,Piso
Sagrada Família,40,,1,850 €,Piso
Sant Gervasi - Galvany,180,5,3,3.700 €,Piso
Tres Torres,30,,1,880 €,Piso
Sant Antoni,91,3,2,1.275 €,Piso
Dreta de l´Eixample,90,2,2,1.050 €,Apartamento
Dreta de l´Eixample,85,3,1,900 €,Piso
Putget - Farró,97,3,2,1.550 €,Piso
Dreta de l´Eixample,123,3,2,1.700 €,Piso
Esquerra Alta de l´Eixample,66,2,1,1.000 €,Piso
Vila de Gràcia,65,2,1,930 €,Piso
Camp d´en Grassot - Gràcia N.,85,2,1,1.260 €,Ático
Congrés - Indians,53,,1,850 €,Piso
Sants,65,3,1,880 €,Piso
Dreta de l´Eixample,340,6,3,2.500 €,Piso
Gòtic,76,2,1,1.200 €,Piso
Les Corts,55,2,1,720 €,Piso
Sant Ramon - Maternitat,95,4,2,1.200 €,Piso
Les Corts,80,3,1,950 €,Piso
Barceloneta,34,,1,800 €,Piso
Congrés - Indians,71,2,1,1.050 €,Piso
Dreta de l´Eixample,55,,1,750 €,Apartamento
Camp d´en Grassot - Gràcia N.,90,3,1,995 €,Piso
Sant Gervasi - Galvany,65,2,2,1.410 €,Piso
Dreta de l´Eixample,310,6,4,4.900 €,Piso
Camp d´en Grassot - Gràcia N.,70,2,1,1.000 €,Piso
Vila de Gràcia,80,3,1,950 €,Piso
Dreta de l´Eixample,93,3,2,2.550 €,Apartamento
Sant Gervasi - Galvany,75,,2,1.600 €,Apartamento
Carmel,68,2,1,750 €,Piso
La Sagrera,79,3,2,1.350 €,Ático
Sagrada Família,68,,1,1.100 €,Piso
Sant Gervasi - Galvany,170,5,3,2.300 €,Piso
St. Pere - Sta. Caterina - El Born,50,,1,795 €,Piso
Sant Gervasi - Galvany,60,,1,1.600 €,Piso
St. Pere - Sta. Caterina - El Born,55,,1,800 €,Piso
Raval,40,,1,690 €,Piso
Vila de Gràcia,35,,1,550 €,Piso
Dreta de l´Eixample,137,4,1,1.250 €,Piso
Les Corts,113,3,2,1.675 €,Piso
Gòtic,125,3,3,1.600 €,Piso
Sant Gervasi - Galvany,108,2,2,1.600 €,Piso
Dreta de l´Eixample,87,3,2,1.800 €,Piso
Dreta de l´Eixample,94,3,2,1.900 €,Piso
Vallcarca - Penitents,73,3,2,1.200 €,Piso
Sant Gervasi - Galvany,60,2,1,1.100 €,Piso
Sarrià,411,5,3,4.500 €,Casa
Diagonal Mar - La Mar Bella,153,3,3,6.500 €,Ático
Taxonera,45,2,1,670 €,Piso
Gòtic,90,2,1,1.200 €,Piso
Sagrada Família,85,3,1,1.200 €,Piso
Putget - Farró,55,,1,950 €,Piso
Raval,120,3,3,1.750 €,Apartamento
St. Pere - Sta. Caterina - El Born,53,,1,750 €,Piso
Putget - Farró,137,3,2,1.800 €,Piso
Barceloneta,33,,1,790 €,Apartamento
Sant Antoni,70,4,1,1.300 €,Piso
Putget - Farró,65,2,1,1.100 €,Piso
Dreta de l´Eixample,54,,1,800 €,Piso
Baix Guinardó,74,4,1,1.090 €,Piso
Vila de Gràcia,75,3,1,950 €,Piso
Sant Antoni,100,3,2,1.600 €,Piso
Pedralbes,191,4,3,2.600 €,Piso
Sant Gervasi - Bonanova,125,3,3,1.700 €,Piso
Dreta de l´Eixample,88,2,1,1.534 €,Piso
Camp d´en Grassot - Gràcia N.,97,3,2,995 €,Piso
La Bordeta,85,3,1,990 €,Piso
Vila de Gràcia,75,2,2,1.350 €,Piso
Sant Antoni,124,5,3,2.400 €,Apartamento
Poble Sec,70,3,1,860 €,Apartamento
Putget - Farró,70,2,1,850 €,Piso
Poble Sec,85,3,2,1.300 €,Piso
St. Pere - Sta. Caterina - El Born,50,,1,695 €,Piso
Esquerra Alta de l´Eixample,55,,1,950 €,Piso
El Clot,51,2,1,875 €,Piso
Dreta de l´Eixample,150,3,2,2.800 €,Piso
Sant Gervasi - Galvany,120,3,2,1.300 €,Piso
La Salut,60,,1,720 €,Estudio
Diagonal Mar - La Mar Bella,75,2,2,1.500 €,Piso
Esquerra Baixa de l´Eixample,95,4,2,1.200 €,Piso
Font d´en Fargas,107,4,2,1.300 €,Piso
Sant Andreu,75,2,2,1.200 €,Piso
Esquerra Alta de l´Eixample,98,4,1,1.200 €,Piso
Fort Pienc,80,3,1,1.050 €,Piso
Sagrada Família,51,2,1,960 €,Piso
Vila de Gràcia,60,2,1,1.400 €,Apartamento
Vila de Gràcia,75,2,2,1.350 €,Piso
Camp d´en Grassot - Gràcia N.,78,3,2,1.195 €,Piso
Sant Gervasi - Galvany,110,2,1,1.550 €,Piso
Dreta de l´Eixample,170,4,2,3.700 €,Piso
Guinardó,100,4,2,1.100 €,Piso
St. Pere - Sta. Caterina - El Born,100,2,2,1.200 €,Piso
Sant Antoni,130,4,2,1.450 €,Piso
Esquerra Alta de l´Eixample,95,3,2,1.300 €,Piso
Putget - Farró,41,,1,950 €,Ático
Vila de Gràcia,70,4,1,1.150 €,Piso
Sant Andreu,159,2,2,1.200 €,Ático
Esquerra Baixa de l´Eixample,70,3,1,1.150 €,Piso
Sant Andreu,70,2,1,800 €,Piso
Raval,40,2,1,895 €,Piso
Raval,76,3,2,950 €,Piso
Esquerra Alta de l´Eixample,66,2,1,927 €,Piso
Baix Guinardó,45,2,1,900 €,Ático
La Sagrera,56,2,1,800 €,Piso
Les Corts,55,2,1,837 €,Piso
Esquerra Alta de l´Eixample,80,3,1,1.000 €,Piso
Putget - Farró,50,,1,950 €,Piso
Putget - Farró,100,3,2,1.350 €,Piso
Esquerra Alta de l´Eixample,90,4,2,1.000 €,Piso
Putget - Farró,64,,1,850 €,Piso
Vila de Gràcia,55,2,1,840 €,Piso
Putget - Farró,83,3,2,1.150 €,Planta
Can Baró,105,3,2,1.200 €,Piso
Les Corts,50,,1,800 €,Piso
Esquerra Baixa de l´Eixample,60,2,1,1.000 €,Piso
Tres Torres,80,2,2,1.600 €,Piso
Sagrada Família,89,3,1,1.085 €,Piso
Sant Gervasi - Galvany,110,4,3,2.500 €,Apartamento
Vila de Gràcia,65,2,1,900 €,Piso
Dreta de l´Eixample,36,,1,950 €,Estudio
Esquerra Alta de l´Eixample,75,2,2,1.050 €,Piso
Les Corts,60,3,1,1.000 €,Piso
Horta,81,4,1,870 €,Piso
Camp d´en Grassot - Gràcia N.,80,3,1,950 €,Piso
Camp de l´Arpa,112,3,2,975 €,Piso
Esquerra Alta de l´Eixample,88,2,1,1.280 €,Piso
La Marina-Montjuïc,82,3,2,1.076 €,Piso
Baix Guinardó,72,2,1,950 €,Piso
Esquerra Alta de l´Eixample,50,,1,1.050 €,Piso
Dreta de l´Eixample,103,4,2,1.200 €,Piso
Carmel,70,2,1,730 €,Piso
Sant Ramon - Maternitat,95,3,2,1.500 €,Piso
Sant Gervasi - Bonanova,111,3,2,1.500 €,Piso
Barceloneta,40,,1,725 €,Piso
Besòs - Maresme,105,3,2,1.750 €,Piso
Esquerra Alta de l´Eixample,80,2,1,1.090 €,Piso
Esquerra Baixa de l´Eixample,60,,1,800 €,Piso
Raval,91,3,2,850 €,Piso
Camp d´en Grassot - Gràcia N.,68,3,1,1.025 €,Apartamento
Putget - Farró,60,2,1,1.350 €,Piso
Poblenou,80,3,1,1.350 €,Piso
Poblenou,60,2,1,1.100 €,Piso
St. Pere - Sta. Caterina - El Born,70,2,2,950 €,Piso
Sant Gervasi - Galvany,130,3,2,1.780 €,Piso
Esquerra Alta de l´Eixample,100,2,2,1.460 €,Piso
Poblenou,92,2,2,1.450 €,Piso
Poblenou,48,2,1,900 €,Piso
Guinardó,90,3,2,950 €,Piso
Raval,82,2,2,1.600 €,Apartamento
Font de la Guatlla,81,3,1,1.060 €,Piso
Sant Gervasi - Galvany,84,3,2,1.150 €,Piso
Putget - Farró,73,2,1,900 €,Piso
Esquerra Alta de l´Eixample,44,,1,800 €,Piso
Sant Genís dels Agudells,75,3,,1.100 €,Apartamento
Sarrià,154,4,3,2.275 €,Piso
Glòries El Parc,65,2,1,1.150 €,Piso
Sagrada Família,70,,1,900 €,Planta
Sant Ramon - Maternitat,75,3,2,1.000 €,Piso
Sagrada Família,85,4,1,950 €,Piso
Sagrada Família,60,2,1,1.170 €,Piso
St. Pere - Sta. Caterina - El Born,65,,1,800 €,Loft
Badal,60,2,1,931 €,Piso
Esquerra Baixa de l´Eixample,146,5,2,1.400 €,Piso
Camp d´en Grassot - Gràcia N.,65,2,1,800 €,Piso
Gòtic,50,,1,1.500 €,Ático
Les Corts,50,2,1,720 €,Piso
Esquerra Baixa de l´Eixample,90,2,2,1.650 €,Piso
Sant Gervasi - Galvany,108,3,2,1.190 €,Piso
Sant Gervasi - Bonanova,84,4,1,1.050 €,Piso
Sagrada Família,80,4,2,900 €,Piso
Pedralbes,106,3,1,1.400 €,Piso
Vila de Gràcia,65,3,1,950 €,Piso
Sant Gervasi - Galvany,80,,1,1.200 €,Planta
Sarrià,650,6,5,8.500 €,Casa
Camp de l´Arpa,55,2,1,850 €,Piso
Vila de Gràcia,80,,1,1.250 €,Piso
Esquerra Alta de l´Eixample,155,5,3,1.800 €,Piso
Sant Gervasi - Bonanova,100,3,1,1.450 €,Piso
Glòries El Parc,58,3,1,850 €,Piso
Dreta de l´Eixample,90,4,2,1.150 €,Apartamento
Sagrada Família,76,3,1,1.100 €,Dúplex
Raval,80,,2,775 €,Estudio
Montbau,75,3,1,900 €,Piso
Raval,48,,1,720 €,Piso
Gòtic,72,2,1,925 €,Piso
Putget - Farró,110,4,2,1.350 €,Piso
La Bordeta,120,3,1,1.000 €,Piso
Vallcarca - Penitents,95,4,2,1.450 €,Piso
Putget - Farró,63,2,1,925 €,Piso
Raval,67,2,1,800 €,Piso
Sant Gervasi - Galvany,70,3,1,950 €,Piso
Vila de Gràcia,80,3,1,1.150 €,Piso
Esquerra Alta de l´Eixample,65,3,1,1.100 €,Piso
Putget - Farró,98,3,2,1.000 €,Piso
Vila de Gràcia,86,2,2,1.300 €,Piso
St. Pere - Sta. Caterina - El Born,116,3,2,1.190 €,Piso
Putget - Farró,60,2,1,858 €,Piso
Esquerra Alta de l´Eixample,39,,1,710 €,Piso
Sant Antoni,133,5,3,2.400 €,Apartamento
Poblenou,45,2,1,775 €,Piso
Raval,45,2,1,750 €,Piso
St. Pere - Sta. Caterina - El Born,160,3,2,1.750 €,Piso
Gòtic,39,,1,725 €,Estudio
Vila de Gràcia,65,2,1,950 €,Piso
Sant Antoni,114,4,2,1.700 €,Piso
St. Pere - Sta. Caterina - El Born,70,3,2,1.275 €,Piso
Sant Gervasi - Galvany,560,8,7,9.000 €,Casa
Sant Antoni,80,4,2,1.275 €,Piso
El Coll,130,3,2,1.300 €,Apartamento
Gòtic,80,3,1,1.100 €,Piso
Dreta de l´Eixample,206,5,3,3.155 €,Piso
Dreta de l´Eixample,65,,1,1.100 €,Piso
Esquerra Alta de l´Eixample,50,2,1,1.000 €,Piso
Esquerra Alta de l´Eixample,50,,1,975 €,Piso
Poblenou,64,3,1,800 €,Piso
Horta,81,3,1,870 €,Piso
Esquerra Baixa de l´Eixample,95,3,1,950 €,Piso
Esquerra Alta de l´Eixample,58,2,1,950 €,Piso
Camp d´en Grassot - Gràcia N.,68,3,2,825 €,Piso
La Guineueta,63,3,1,832 €,Piso
Gòtic,81,,1,990 €,Ático
Camp d´en Grassot - Gràcia N.,72,2,2,1.500 €,Piso
Fort Pienc,95,4,2,1.200 €,Piso
Sant Gervasi - Bonanova,478,7,3,11.500 €,Casa
Esquerra Baixa de l´Eixample,95,3,2,1.150 €,Piso
Fort Pienc,93,3,2,1.600 €,Piso
Badal,61,2,1,1.000 €,Piso
Sant Gervasi - Galvany,59,3,1,1.200 €,Piso
Sant Gervasi - Bonanova,764,0,3,9.950 €,Casa
Raval,40,,1,790 €,Piso
Poblenou,64,3,1,800 €,Piso
Poblenou,57,2,2,1.300 €,Piso
Dreta de l´Eixample,105,3,2,1.400 €,Piso
Guinardó,75,3,,750 €,Piso
St. Pere - Sta. Caterina - El Born,120,3,2,1.550 €,Piso
Dreta de l´Eixample,140,3,2,2.400 €,Apartamento
Esquerra Alta de l´Eixample,42,2,1,850 €,Piso
Gòtic,85,3,2,1.100 €,Apartamento
Dreta de l´Eixample,163,5,2,1.900 €,Piso
Sant Ramon - Maternitat,145,3,3,1.900 €,Piso
La Sagrera,65,2,1,785 €,Piso
Les Corts,91,4,3,1.300 €,Piso
Poble Sec,58,2,2,1.100 €,Piso
Vilapicina - Torre Llobeta,73,3,1,950 €,Piso
Barceloneta,47,2,1,750 €,Piso
El Clot,60,3,1,725 €,Piso
Sant Gervasi - Bonanova,80,2,2,1.000 €,Piso
Raval,56,2,1,1.080 €,Ático
Pedralbes,95,3,2,1.350 €,Piso
La Marina-Montjuïc,95,3,2,1.150 €,Apartamento
Sagrada Família,100,4,2,1.450 €,Apartamento
Sant Gervasi - Bonanova,100,3,1,1.350 €,Piso
Dreta de l´Eixample,75,2,2,1.200 €,Piso
Les Corts,77,2,2,1.450 €,Dúplex
Poble Sec,82,3,1,890 €,Piso
Esquerra Alta de l´Eixample,125,3,2,1.750 €,Piso
Vila de Gràcia,50,2,1,925 €,Piso
St. Pere - Sta. Caterina - El Born,130,4,2,1.900 €,Apartamento
Esquerra Alta de l´Eixample,70,2,1,1.150 €,Piso
Dreta de l´Eixample,140,3,3,2.400 €,Piso
Baix Guinardó,31,,1,650 €,Piso
Les Corts,108,4,2,1.600 €,Piso
Vilapicina - Torre Llobeta,23,,1,600 €,Estudio
Les Corts,200,4,3,2.100 €,Apartamento
Camp de l´Arpa,75,3,1,900 €,Piso
Esquerra Alta de l´Eixample,82,4,2,1.180 €,Piso
Dreta de l´Eixample,45,2,1,900 €,Apartamento
Barceloneta,35,2,1,800 €,Piso
Dreta de l´Eixample,142,4,2,2.460 €,Piso
Baix Guinardó,54,2,1,860 €,Piso
Sarrià,480,3,4,7.000 €,Casa
Sant Gervasi - Bonanova,50,,1,980 €,Piso
Esquerra Alta de l´Eixample,120,3,2,1.600 €,Piso
Font de la Guatlla,90,3,2,1.000 €,Piso
Raval,36,,1,560 €,Piso
Sant Gervasi - Bonanova,49,,1,725 €,Piso
Sagrada Família,65,2,2,1.200 €,Piso
Esquerra Baixa de l´Eixample,58,2,1,875 €,Piso
La Marina-Montjuïc,40,2,1,695 €,Piso
Esquerra Alta de l´Eixample,80,2,1,1.245 €,Piso
Camp de l´Arpa,100,4,2,1.300 €,Piso
Raval,45,,1,740 €,Apartamento
Camp d´en Grassot - Gràcia N.,68,3,1,850 €,Piso
Taxonera,70,3,1,600 €,Piso
Esquerra Alta de l´Eixample,71,3,2,2.000 €,Apartamento
Esquerra Baixa de l´Eixample,80,3,2,1.100 €,Piso
Pedralbes,100,,1,850 €,Ático
Guinardó,80,3,1,900 €,Piso
Sant Gervasi - Bonanova,131,3,3,1.600 €,Apartamento
Sant Gervasi - Bonanova,50,,1,820 €,Piso
Sant Gervasi - Galvany,186,5,3,1.900 €,Piso
Fort Pienc,45,2,1,1.500 €,Piso
Esquerra Alta de l´Eixample,146,5,3,1.700 €,Piso
Les Corts,65,2,1,795 €,Apartamento
Gòtic,85,2,1,830 €,Piso
Esquerra Baixa de l´Eixample,124,4,2,1.450 €,Piso
Sants,55,,1,850 €,Estudio
La Salut,124,3,2,1.200 €,Apartamento
Esquerra Baixa de l´Eixample,85,3,2,1.200 €,Piso
Esquerra Baixa de l´Eixample,60,2,1,1.600 €,Apartamento
Dreta de l´Eixample,80,,1,1.400 €,Apartamento
Les Corts,60,3,1,900 €,Piso
Sant Gervasi - Galvany,55,,1,856 €,Piso
Sagrada Família,65,2,1,910 €,Piso
Esquerra Alta de l´Eixample,77,3,1,1.100 €,Piso
Glòries El Parc,194,3,3,2.800 €,Piso
Poblenou,65,2,1,890 €,Apartamento
Tres Torres,220,5,4,3.750 €,Apartamento
El Clot,63,3,1,790 €,Piso
Sant Andreu,82,2,1,857 €,Piso
Pedralbes,100,4,2,1.400 €,Piso
Esquerra Alta de l´Eixample,116,3,2,1.750 €,Piso
Esquerra Baixa de l´Eixample,145,4,2,1.650 €,Piso
Sant Antoni,62,3,1,900 €,Piso
Raval,42,,1,800 €,Piso
Dreta de l´Eixample,180,4,3,5.500 €,Piso
Sant Gervasi - Bonanova,80,2,1,3.200 €,Apartamento
St. Pere - Sta. Caterina - El Born,70,2,2,1.600 €,Apartamento
Camp de l´Arpa,140,3,2,1.550 €,Apartamento
La Sagrera,72,3,1,895 €,Piso
Camp de l´Arpa,55,2,1,980 €,Apartamento
Diagonal Mar - La Mar Bella,135,2,1,1.200 €,Piso
Glòries El Parc,68,2,1,1.100 €,Piso
Dreta de l´Eixample,133,4,2,2.495 €,Piso
Vila de Gràcia,152,5,2,1.950 €,Piso
Sant Gervasi - Bonanova,60,,1,850 €,Piso
Esquerra Alta de l´Eixample,110,3,2,1.990 €,Piso
Esquerra Alta de l´Eixample,116,3,2,1.600 €,Piso
St. Pere - Sta. Caterina - El Born,67,2,2,1.200 €,Piso
Vallcarca - Penitents,45,,1,895 €,Piso
Turó de la Peira - Can Peguera,81,3,1,900 €,Piso
Sant Gervasi - Galvany,400,4,5,8.500 €,Piso
St. Pere - Sta. Caterina - El Born,96,,1,1.150 €,Loft
Tres Torres,200,4,4,2.900 €,Piso
Sant Ramon - Maternitat,95,4,2,1.550 €,Piso
Sant Ramon - Maternitat,100,4,2,1.500 €,Piso
Esquerra Alta de l´Eixample,65,2,1,950 €,Piso
Vallcarca - Penitents,95,3,2,1.000 €,Piso
Sant Antoni,74,2,1,975 €,Piso
Raval,62,2,1,900 €,Piso
Les Corts,80,4,2,1.200 €,Piso
Putget - Farró,40,,1,775 €,Apartamento
Sant Gervasi - Bonanova,67,,1,2.500 €,Apartamento
Sant Gervasi - Bonanova,50,2,1,890 €,Piso
Dreta de l´Eixample,66,2,1,1.321 €,Apartamento
Les Corts,80,,2,1.600 €,Apartamento
Dreta de l´Eixample,120,4,2,2.500 €,Apartamento
Putget - Farró,93,3,2,1.050 €,Piso
Dreta de l´Eixample,66,2,1,1.321 €,Apartamento
Sant Gervasi - Galvany,140,3,3,1.850 €,Piso
Taxonera,62,3,1,800 €,Piso
Vila de Gràcia,66,2,1,900 €,Piso
Sant Gervasi - Galvany,90,2,2,1.600 €,Piso
Sant Andreu,102,3,1,1.200 €,Piso
Fort Pienc,110,4,2,1.200 €,Piso
Sants,98,3,2,1.200 €,Apartamento
Sant Gervasi - Galvany,65,,1,930 €,Piso
Les Corts,62,,1,1.400 €,Piso
Sant Gervasi - Galvany,170,6,2,2.100 €,Piso
Sagrada Família,91,2,2,1.200 €,Piso
Fort Pienc,79,2,1,1.055 €,Piso
Esquerra Alta de l´Eixample,74,3,1,1.000 €,Piso
Gòtic,45,,1,770 €,Piso
Esquerra Baixa de l´Eixample,97,3,2,1.200 €,Piso
Dreta de l´Eixample,100,2,2,1.600 €,Piso
Raval,235,5,3,3.000 €,Apartamento
Dreta de l´Eixample,80,2,1,1.150 €,Apartamento
Barceloneta,74,3,1,1.500 €,Piso
Glòries El Parc,92,3,2,1.000 €,Piso
Dreta de l´Eixample,45,,1,1.200 €,Ático
Dreta de l´Eixample,90,3,2,1.050 €,Piso
Vila de Gràcia,181,4,5,3.600 €,Dúplex
Pedralbes,60,,1,1.300 €,Apartamento
Sants,91,3,2,1.000 €,Piso
Sarrià,85,3,2,1.365 €,Piso
Vila de Gràcia,70,3,1,1.175 €,Piso
Les Corts,110,4,2,1.450 €,Piso
Esquerra Alta de l´Eixample,70,3,1,825 €,Apartamento
Esquerra Baixa de l´Eixample,89,4,2,1.200 €,Piso
El Clot,90,4,2,1.130 €,Piso
Raval,36,,1,590 €,Piso
Sant Gervasi - Bonanova,133,2,2,1.870 €,Ático
Dreta de l´Eixample,140,3,2,2.950 €,Piso
Raval,75,2,1,800 €,Piso
St. Pere - Sta. Caterina - El Born,78,3,1,1.000 €,Piso
Pedralbes,200,4,4,2.600 €,Piso
Esquerra Alta de l´Eixample,74,2,2,1.150 €,Piso
Esquerra Baixa de l´Eixample,70,3,1,950 €,Piso
Esquerra Baixa de l´Eixample,65,,1,1.100 €,Piso
Carmel,55,2,1,890 €,Piso
Gòtic,61,,1,650 €,Piso
Vila Olímpica,169,3,2,1.500 €,Piso
Guinardó,90,2,1,1.290 €,Ático
Les Corts,77,4,2,990 €,Piso
Dreta de l´Eixample,135,5,2,1.700 €,Piso
Sant Gervasi - Galvany,50,2,1,925 €,Piso
Vallcarca - Penitents,125,3,2,1.550 €,Ático
Guinardó,65,3,1,850 €,Piso
Fort Pienc,100,4,2,1.100 €,Piso
Dreta de l´Eixample,73,2,1,1.700 €,Apartamento
Putget - Farró,35,,1,775 €,Apartamento
Sant Antoni,61,,1,925 €,Piso
Sant Andreu,60,2,1,725 €,Piso
Font de la Guatlla,80,4,1,850 €,Piso
Gòtic,40,,1,1.100 €,Ático
Sant Gervasi - Galvany,96,2,2,1.200 €,Piso
Putget - Farró,43,,1,800 €,Piso
Esquerra Baixa de l´Eixample,100,4,2,1.000 €,Piso
Vila de Gràcia,72,3,1,990 €,Piso
Esquerra Alta de l´Eixample,76,2,2,1.590 €,Ático
El Clot,79,2,2,1.125 €,Piso
Gòtic,137,3,2,1.500 €,Piso
Les Corts,92,4,1,1.250 €,Ático
Raval,70,2,1,900 €,Piso
Dreta de l´Eixample,60,2,1,1.200 €,Piso
La Marina-Montjuïc,80,3,1,800 €,Piso
Putget - Farró,79,2,1,1.250 €,Ático
Tres Torres,120,3,2,1.800 €,Piso
Esquerra Alta de l´Eixample,100,3,2,1.300 €,Piso
Esquerra Alta de l´Eixample,75,,1,800 €,Piso
Sagrada Família,97,4,2,1.400 €,Piso
Sant Gervasi - Galvany,150,4,3,1.750 €,Piso
Esquerra Baixa de l´Eixample,81,2,1,1.175 €,Piso
Sant Gervasi - Bonanova,199,6,3,2.490 €,Piso
Sant Ramon - Maternitat,146,4,2,1.550 €,Piso
El Clot,74,3,2,1.000 €,Piso
Les Corts,60,,1,990 €,Piso
Sarrià,98,3,1,1.450 €,Ático
Dreta de l´Eixample,40,,1,697 €,Piso
Sant Gervasi - Bonanova,63,,1,2.300 €,Apartamento
Sarrià,78,2,2,1.700 €,Piso
Poble Sec,85,3,1,1.050 €,Piso
Sant Antoni,85,3,1,1.050 €,Piso
Esquerra Alta de l´Eixample,150,2,2,2.100 €,Ático
Badal,65,3,1,750 €,Piso
Sant Antoni,40,2,1,1.000 €,Piso
Dreta de l´Eixample,120,4,2,1.250 €,Piso
Sant Antoni,75,3,2,980 €,Apartamento
Guinardó,75,2,2,1.035 €,Apartamento
Sant Gervasi - Galvany,200,4,3,2.400 €,Piso
Sant Gervasi - Galvany,45,2,1,900 €,Piso
Esquerra Alta de l´Eixample,76,2,2,1.100 €,Piso
Sant Gervasi - Galvany,88,3,2,1.350 €,Piso
Sant Gervasi - Galvany,80,3,2,1.250 €,Piso
Gòtic,52,2,1,950 €,Apartamento
Badal,39,2,1,700 €,Ático
Guinardó,52,,1,700 €,Estudio
Esquerra Alta de l´Eixample,70,2,1,950 €,Piso
Sant Martí,66,,1,625 €,Piso
Vila de Gràcia,65,2,1,990 €,Piso
Les Corts,98,4,2,1.400 €,Piso
Glòries El Parc,90,2,2,1.000 €,Piso
Sant Antoni,100,3,2,1.450 €,Piso
Glòries El Parc,106,5,2,1.400 €,Piso
Sarrià,72,2,1,1.000 €,Piso
Barceloneta,40,,1,650 €,Apartamento
Congrés - Indians,76,3,1,900 €,Piso
Vilapicina - Torre Llobeta,55,2,1,750 €,Piso
Sant Gervasi - Galvany,98,2,2,1.650 €,Piso
Esquerra Alta de l´Eixample,85,3,1,1.000 €,Piso
