"","Barri","Metres_Quadrats","Num_Habitacions","Num_Lavabos","Preu","Tipus_Immoble","Districte"
"3353","Sarrià",110,4,2,1700,"Piso","Sarrià-Sant Gervasi"
"3354","Sant Gervasi - Galvany",90,3,2,1250,"Piso","Sarrià-Sant Gervasi"
"3356","Guinardó",69,2,1,973,"Piso","Horta-Guinardó"
"3357","La Salut",70,3,1,790,"Planta","Gràcia"
"3359","Sant Antoni",135,2,3,2490,"Piso","Eixample"
"3360","Esquerra Alta de l´Eixample",55,2,1,1000,"Piso","Eixample"
"3361","Esquerra Alta de l´Eixample",120,3,2,1300,"Piso","Eixample"
"3362","Sagrada Família",80,3,2,1150,"Piso","Eixample"
"3363","Esquerra Alta de l´Eixample",90,3,2,1200,"Piso","Eixample"
"3364","Diagonal Mar - La Mar Bella",120,3,2,2600,"Piso","Sant Martí"
"3365","St. Pere - Sta. Caterina - El Born",85,2,2,1225,"Piso","Ciutat Vella"
"3367","Raval",83,3,2,1200,"Piso","Ciutat Vella"
"3368","Dreta de l´Eixample",78,3,2,1300,"Piso","Eixample"
"3369","Taxonera",80,3,1,730,"Piso","Horta-Guinardó"
"3370","Dreta de l´Eixample",95,3,2,2200,"Apartamento","Eixample"
"3374","Tres Torres",79,2,2,1350,"Piso","Sarrià-Sant Gervasi"
"3375","Raval",55,2,1,750,"Piso","Ciutat Vella"
"3376","La Salut",60,3,1,990,"Piso","Gràcia"
"3378","Diagonal Mar - La Mar Bella",73,2,1,1400,"Piso","Sant Martí"
"3381","Sant Gervasi - Bonanova",90,4,1,1100,"Piso","Sarrià-Sant Gervasi"
"3385","Esquerra Alta de l´Eixample",85,2,2,1490,"Piso","Eixample"
"3386","Sant Ramon - Maternitat",75,2,1,1500,"Ático","Les Corts"
"3387","Sagrada Família",90,3,1,1000,"Piso","Eixample"
"3388","Sagrada Família",73,3,2,1173,"Piso","Eixample"
"3389","Esquerra Alta de l´Eixample",81,4,2,1110,"Piso","Eixample"
"3390","Dreta de l´Eixample",63,2,1,1030,"Piso","Eixample"
"3391","Dreta de l´Eixample",55,2,1,990,"Piso","Eixample"
"3392","Dreta de l´Eixample",72,2,1,800,"Piso","Eixample"
"3393","Sant Gervasi - Galvany",165,4,2,2200,"Piso","Sarrià-Sant Gervasi"
"3394","Camp d´en Grassot - Gràcia N.",65,2,1,850,"Piso","Gràcia"
"3397","Fort Pienc",54,2,1,1235,"Piso","Eixample"
"3398","Fort Pienc",54,2,1,1000,"Piso","Eixample"
"3399","Raval",58,2,1,900,"Piso","Ciutat Vella"
"3400","Pedralbes",243,5,3,3500,"Piso","Les Corts"
"3402","La Sagrera",62,3,1,830,"Piso","Sant Andreu"
"3403","Esquerra Baixa de l´Eixample",95,3,1,1500,"Piso","Eixample"
"3404","Raval",65,2,1,1000,"Piso","Ciutat Vella"
"3405","Sant Gervasi - Bonanova",65,2,1,900,"Piso","Sarrià-Sant Gervasi"
"3406","Sant Antoni",70,2,1,1000,"Piso","Eixample"
"3408","Diagonal Mar - La Mar Bella",110,4,2,1350,"Piso","Sant Martí"
"3409","Dreta de l´Eixample",77,3,2,1350,"Piso","Eixample"
"3410","St. Pere - Sta. Caterina - El Born",85,3,2,1180,"Piso","Ciutat Vella"
"3411","La Salut",130,4,2,1350,"Piso","Gràcia"
"3412","Sant Ramon - Maternitat",130,4,2,1550,"Piso","Les Corts"
"3414","Barceloneta",65,2,1,1350,"Piso","Ciutat Vella"
"3416","Fort Pienc",110,5,2,1200,"Piso","Eixample"
"3417","Sagrada Família",100,4,2,1450,"Piso","Eixample"
"3418","Sant Gervasi - Galvany",102,3,2,1450,"Piso","Sarrià-Sant Gervasi"
"3419","Vilapicina - Torre Llobeta",108,4,2,1122,"Piso","Nou Barris"
"3420","Camp d´en Grassot - Gràcia N.",85,3,1,975,"Piso","Gràcia"
"3421","Fort Pienc",110,5,2,1200,"Piso","Eixample"
"3422","Sagrada Família",100,4,2,1450,"Piso","Eixample"
"3423","Sant Gervasi - Galvany",102,3,2,1450,"Piso","Sarrià-Sant Gervasi"
"3424","Sant Gervasi - Galvany",220,4,3,3200,"Piso","Sarrià-Sant Gervasi"
"3425","Guinardó",70,3,1,850,"Apartamento","Horta-Guinardó"
"3426","Dreta de l´Eixample",85,3,1,950,"Piso","Eixample"
"3427","Fort Pienc",68,2,1,1000,"Piso","Eixample"
"3428","Camp d´en Grassot - Gràcia N.",170,2,2,1600,"Ático","Gràcia"
"3429","Sant Antoni",79,2,1,990,"Piso","Eixample"
"3430","Vila Olímpica",100,3,2,1700,"Piso","Sant Martí"
"3431","Sant Gervasi - Galvany",63,2,1,700,"Piso","Sarrià-Sant Gervasi"
"3432","La Marina-Montjuïc",85,3,2,1250,"Piso","Sants-Montjuïc"
"3433","Sarrià",250,5,3,3000,"Piso","Sarrià-Sant Gervasi"
"3434","Sant Martí",72,2,1,790,"Piso","Sant Martí"
"3435","Trinitat Vella",58,2,1,650,"Piso","Nou Barris"
"3436","Fort Pienc",110,3,2,1500,"Piso","Eixample"
"3437","Vila Olímpica",139,4,2,2800,"Piso","Sant Martí"
"3438","Sant Gervasi - Galvany",220,4,3,3250,"Piso","Sarrià-Sant Gervasi"
"3439","Guinardó",61,2,1,790,"Piso","Horta-Guinardó"
"3440","Fort Pienc",109,3,1,1450,"Apartamento","Eixample"
"3442","Putget - Farró",75,3,1,1050,"Ático","Sarrià-Sant Gervasi"
"3446","Sant Antoni",72,3,1,1150,"Piso","Eixample"
"3447","Poblenou",120,2,3,6500,"Ático","Sant Martí"
"3448","Esquerra Alta de l´Eixample",105,3,2,1650,"Piso","Eixample"
"3449","Gòtic",132,4,2,1800,"Piso","Ciutat Vella"
"3450","Sant Gervasi - Galvany",54,2,1,750,"Piso","Sarrià-Sant Gervasi"
"3451","Dreta de l´Eixample",101,2,2,2950,"Piso","Eixample"
"3452","Hostafrancs",65,3,2,850,"Piso","Sants-Montjuïc"
"3454","Sant Gervasi - Galvany",208,4,3,3000,"Piso","Sarrià-Sant Gervasi"
"3455","Diagonal Mar - La Mar Bella",116,3,2,2500,"Piso","Sant Martí"
"3456","Poble Sec",60,3,1,800,"Piso","Sants-Montjuïc"
"3458","St. Pere - Sta. Caterina - El Born",85,2,2,1175,"Apartamento","Ciutat Vella"
"3460","Vallcarca - Penitents",55,2,1,940,"Piso","Gràcia"
"3462","Sant Antoni",40,2,1,831,"Piso","Eixample"
"3463","Fort Pienc",98,3,2,1200,"Piso","Eixample"
"3464","Poble Sec",55,2,1,800,"Piso","Sants-Montjuïc"
"3466","Sant Antoni",65,2,1,1700,"Apartamento","Eixample"
"3467","La Bordeta",78,3,2,900,"Piso","Sants-Montjuïc"
"3468","Raval",100,3,2,1100,"Dúplex","Ciutat Vella"
"3470","Sagrada Família",68,2,2,1375,"Piso","Eixample"
"3472","Taxonera",185,3,2,2100,"Piso","Horta-Guinardó"
"3473","Sant Gervasi - Galvany",121,3,2,1700,"Piso","Sarrià-Sant Gervasi"
"3474","Sant Antoni",90,3,2,1300,"Piso","Eixample"
"3476","St. Pere - Sta. Caterina - El Born",58,2,1,800,"Piso","Ciutat Vella"
"3477","Sarrià",220,5,4,3750,"Piso","Sarrià-Sant Gervasi"
"3480","Camp d´en Grassot - Gràcia N.",70,3,1,1300,"Ático","Gràcia"
"3483","Sant Antoni",70,2,1,1050,"Piso","Eixample"
"3485","Esquerra Alta de l´Eixample",55,2,1,750,"Piso","Eixample"
"3486","Raval",85,3,1,995,"Piso","Ciutat Vella"
"3487","Sant Antoni",180,5,3,1800,"Piso","Eixample"
"3489","Dreta de l´Eixample",60,2,1,1600,"Piso","Eixample"
"3490","Les Corts",75,2,1,1150,"Piso","Les Corts"
"3491","Tres Torres",290,5,5,3350,"Piso","Sarrià-Sant Gervasi"
"3492","Sant Gervasi - Galvany",100,3,2,1250,"Piso","Sarrià-Sant Gervasi"
"3493","Dreta de l´Eixample",100,2,2,1744,"Piso","Eixample"
"3494","Dreta de l´Eixample",114,3,2,1700,"Piso","Eixample"
"3495","Gòtic",105,3,2,1300,"Apartamento","Ciutat Vella"
"3497","Sants",80,4,2,850,"Piso","Sants-Montjuïc"
"3498","Esquerra Alta de l´Eixample",90,4,2,1200,"Piso","Eixample"
"3499","Poblenou",58,2,1,1100,"Apartamento","Sant Martí"
"3500","Vallvidrera - Tibidabo - Les Planes",70,2,1,1200,"Apartamento","Sarrià-Sant Gervasi"
"3501","Carmel",65,3,1,725,"Piso","Horta-Guinardó"
"3502","Vila de Gràcia",95,5,1,1200,"Piso","Gràcia"
"3503","Fort Pienc",67,4,2,1150,"Piso","Eixample"
"3504","Sarrià",111,3,2,1650,"Piso","Sarrià-Sant Gervasi"
"3505","El Coll",61,2,1,750,"Piso","Gràcia"
"3506","Sant Antoni",71,2,1,970,"Piso","Eixample"
"3507","Vila Olímpica",88,3,1,1150,"Piso","Sant Martí"
"3508","Poblenou",74,3,1,1050,"Piso","Sant Martí"
"3509","Vila de Gràcia",90,4,2,1200,"Piso","Gràcia"
"3510","Sant Antoni",75,3,2,1100,"Piso","Eixample"
"3513","Gòtic",80,2,2,1490,"Piso","Ciutat Vella"
"3514","Poble Sec",71,3,1,950,"Piso","Sants-Montjuïc"
"3515","La Sagrera",62,3,1,900,"Piso","Sant Andreu"
"3518","Dreta de l´Eixample",67,2,2,1500,"Apartamento","Eixample"
"3519","Diagonal Mar - La Mar Bella",220,4,4,5500,"Apartamento","Sant Martí"
"3520","La Guineueta",100,4,1,1000,"Piso","Nou Barris"
"3521","Putget - Farró",95,2,1,925,"Piso","Sarrià-Sant Gervasi"
"3522","Vila de Gràcia",67,3,1,850,"Piso","Gràcia"
"3523","Poble Sec",54,2,1,850,"Piso","Sants-Montjuïc"
"3524","Vila de Gràcia",80,4,1,1150,"Piso","Gràcia"
"3525","Esquerra Alta de l´Eixample",75,3,1,1050,"Piso","Eixample"
"3526","Dreta de l´Eixample",90,2,2,1750,"Piso","Eixample"
"3527","Camp de l´Arpa",95,3,2,1200,"Piso","Sant Martí"
"3528","Camp de l´Arpa",80,4,2,980,"Piso","Sant Martí"
"3529","Esquerra Baixa de l´Eixample",91,3,2,1250,"Piso","Eixample"
"3530","Esquerra Baixa de l´Eixample",70,2,1,1200,"Piso","Eixample"
"3531","Esquerra Alta de l´Eixample",75,3,1,1050,"Piso","Eixample"
"3532","Dreta de l´Eixample",66,2,1,1800,"Piso","Eixample"
"3533","Poble Sec",60,2,2,900,"Piso","Sants-Montjuïc"
"3534","Esquerra Baixa de l´Eixample",95,3,1,925,"Piso","Eixample"
"3535","Esquerra Alta de l´Eixample",130,5,2,1500,"Piso","Eixample"
"3536","Pedralbes",132,4,3,5107,"Piso","Les Corts"
"3537","Sarrià",100,3,2,1300,"Piso","Sarrià-Sant Gervasi"
"3538","Les Corts",90,3,1,1145,"Piso","Les Corts"
"3539","Sarrià",124,3,2,1500,"Piso","Sarrià-Sant Gervasi"
"3540","Esquerra Alta de l´Eixample",60,2,1,1100,"Piso","Eixample"
"3541","Raval",150,3,3,1350,"Piso","Ciutat Vella"
"3542","Taxonera",81,3,2,1100,"Piso","Horta-Guinardó"
"3543","Porta",80,3,1,890,"Piso","Nou Barris"
"3545","St. Pere - Sta. Caterina - El Born",83,2,2,1900,"Piso","Ciutat Vella"
"3546","La Bordeta",64,3,1,797,"Piso","Sants-Montjuïc"
"3547","Putget - Farró",132,3,2,1800,"Piso","Sarrià-Sant Gervasi"
"3548","Esquerra Alta de l´Eixample",82,4,2,1190,"Piso","Eixample"
"3549","Baix Guinardó",63,3,1,1100,"Ático","Horta-Guinardó"
"3550","Dreta de l´Eixample",59,2,1,1173,"Piso","Eixample"
"3551","Glòries El Parc",87,3,2,1100,"Piso","Sant Martí"
"3553","Putget - Farró",111,4,2,1150,"Apartamento","Sarrià-Sant Gervasi"
"3554","Sants",80,3,1,1200,"Piso","Sants-Montjuïc"
"3555","Esquerra Alta de l´Eixample",80,3,2,2200,"Apartamento","Eixample"
"3558","Sants",80,3,1,1200,"Piso","Sants-Montjuïc"
"3560","Sant Gervasi - Bonanova",115,3,2,1500,"Piso","Sarrià-Sant Gervasi"
"3562","Sagrada Família",69,3,1,1200,"Apartamento","Eixample"
"3564","Dreta de l´Eixample",100,4,2,1100,"Piso","Eixample"
"3565","Gòtic",90,3,2,2000,"Piso","Ciutat Vella"
"3566","Sant Gervasi - Galvany",108,4,2,1550,"Piso","Sarrià-Sant Gervasi"
"3568","Sant Gervasi - Bonanova",160,5,3,2175,"Piso","Sarrià-Sant Gervasi"
"3569","Esquerra Alta de l´Eixample",70,2,1,1050,"Piso","Eixample"
"3570","Les Corts",58,3,1,850,"Piso","Les Corts"
"3571","Sagrada Família",69,3,1,1200,"Apartamento","Eixample"
"3572","St. Pere - Sta. Caterina - El Born",135,4,3,2500,"Piso","Ciutat Vella"
"3574","Sagrada Família",90,4,1,1050,"Piso","Eixample"
"3575","Sagrada Família",65,3,1,900,"Ático","Eixample"
"3576","Dreta de l´Eixample",110,2,1,2150,"Piso","Eixample"
"3578","Dreta de l´Eixample",150,4,2,2500,"Piso","Eixample"
"3579","Poblenou",55,2,1,1050,"Piso","Sant Martí"
"3580","Sant Gervasi - Galvany",90,2,2,1850,"Ático","Sarrià-Sant Gervasi"
"3581","Badal",70,2,2,950,"Apartamento","Sants-Montjuïc"
"3585","Esquerra Baixa de l´Eixample",90,3,2,1300,"Piso","Eixample"
"3586","Camp d´en Grassot - Gràcia N.",65,2,1,725,"Piso","Gràcia"
"3587","Esquerra Alta de l´Eixample",77,3,1,1050,"Piso","Eixample"
"3588","El Coll",87,3,1,825,"Apartamento","Gràcia"
"3589","Les Corts",100,4,2,1475,"Piso","Les Corts"
"3591","Gòtic",90,3,2,1000,"Piso","Ciutat Vella"
"3592","Sant Gervasi - Galvany",320,5,5,5000,"Piso","Sarrià-Sant Gervasi"
"3593","St. Pere - Sta. Caterina - El Born",79,2,1,790,"Piso","Ciutat Vella"
"3594","Barceloneta",110,2,2,1850,"Piso","Ciutat Vella"
"3595","Barceloneta",65,3,1,1035,"Piso","Ciutat Vella"
"3596","Sant Gervasi - Galvany",100,3,2,1650,"Piso","Sarrià-Sant Gervasi"
"3597","Sants",90,4,2,800,"Piso","Sants-Montjuïc"
"3598","Raval",85,5,1,1150,"Piso","Ciutat Vella"
"3600","La Salut",31,2,1,650,"Piso","Gràcia"
"3601","Les Corts",60,2,1,825,"Piso","Les Corts"
"3602","Dreta de l´Eixample",132,4,2,2400,"Piso","Eixample"
"3603","Tres Torres",73,2,2,1100,"Piso","Sarrià-Sant Gervasi"
"3604","Badal",70,2,1,900,"Piso","Sants-Montjuïc"
"3605","Sant Gervasi - Galvany",90,4,2,1100,"Piso","Sarrià-Sant Gervasi"
"3608","Sant Gervasi - Galvany",85,2,1,1200,"Ático","Sarrià-Sant Gervasi"
"3611","Sant Antoni",75,2,1,1100,"Piso","Eixample"
"3612","Sants",92,4,2,1200,"Piso","Sants-Montjuïc"
"3613","Sant Andreu",90,3,2,900,"Piso","Sant Andreu"
"3614","Sant Antoni",81,3,2,1300,"Piso","Eixample"
"3618","Dreta de l´Eixample",197,6,4,3500,"Piso","Eixample"
"3619","Putget - Farró",48,2,1,1000,"Piso","Sarrià-Sant Gervasi"
"3621","Sagrada Família",55,2,1,790,"Piso","Eixample"
"3622","Esquerra Alta de l´Eixample",90,2,2,1250,"Piso","Eixample"
"3623","Vila Olímpica",100,3,2,1600,"Piso","Sant Martí"
"3624","Vila de Gràcia",51,2,1,700,"Piso","Gràcia"
"3625","Sarrià",120,2,2,1350,"Apartamento","Sarrià-Sant Gervasi"
"3626","Poble Sec",50,2,1,700,"Piso","Sants-Montjuïc"
"3627","Sants",85,3,1,1100,"Piso","Sants-Montjuïc"
"3628","Esquerra Alta de l´Eixample",75,2,1,1275,"Piso","Eixample"
"3630","Gòtic",88,3,1,1275,"Piso","Ciutat Vella"
"3631","Sant Antoni",66,2,2,895,"Piso","Eixample"
"3632","Dreta de l´Eixample",90,2,2,1750,"Dúplex","Eixample"
"3633","Esquerra Alta de l´Eixample",76,3,1,1000,"Piso","Eixample"
"3634","Esquerra Baixa de l´Eixample",93,3,2,1200,"Piso","Eixample"
"3636","Esquerra Alta de l´Eixample",70,3,1,850,"Ático","Eixample"
"3637","Vila de Gràcia",70,2,2,1400,"Piso","Gràcia"
"3638","Esquerra Baixa de l´Eixample",67,3,1,1050,"Piso","Eixample"
"3639","Esquerra Baixa de l´Eixample",99,4,2,1350,"Piso","Eixample"
"3641","Dreta de l´Eixample",70,2,1,900,"Piso","Eixample"
"3642","Sant Gervasi - Bonanova",172,3,4,2600,"Piso","Sarrià-Sant Gervasi"
"3645","Sant Ramon - Maternitat",62,2,1,950,"Piso","Les Corts"
"3646","Sagrada Família",70,2,1,995,"Piso","Eixample"
"3647","Vila de Gràcia",60,2,1,1475,"Ático","Gràcia"
"3648","St. Pere - Sta. Caterina - El Born",67,2,2,1200,"Piso","Ciutat Vella"
"3649","Vilapicina - Torre Llobeta",46,2,1,750,"Piso","Nou Barris"
"3650","Vila de Gràcia",87,2,2,1400,"Piso","Gràcia"
"3651","Esquerra Baixa de l´Eixample",75,3,1,1100,"Piso","Eixample"
"3652","La Marina-Montjuïc",90,3,1,1295,"Apartamento","Sants-Montjuïc"
"3653","Les Corts",80,3,2,1090,"Planta","Les Corts"
"3654","St. Pere - Sta. Caterina - El Born",125,3,2,1450,"Piso","Ciutat Vella"
"3659","Sarrià",73,3,1,1150,"Piso","Sarrià-Sant Gervasi"
"3660","Verdun",40,2,1,740,"Piso","Nou Barris"
"3661","Barceloneta",62,3,1,950,"Piso","Ciutat Vella"
"3662","Les Corts",100,2,2,1500,"Piso","Les Corts"
"3665","Taxonera",71,2,2,1250,"Ático","Horta-Guinardó"
"3666","Taxonera",71,2,2,1350,"Dúplex","Horta-Guinardó"
"3668","Ciutat Meridiana",75,3,1,700,"Piso","Nou Barris"
"3669","Esquerra Baixa de l´Eixample",153,5,2,1850,"Piso","Eixample"
"3670","Les Corts",120,4,2,1400,"Piso","Les Corts"
"3672","St. Pere - Sta. Caterina - El Born",60,2,2,1000,"Piso","Ciutat Vella"
"3674","Taxonera",71,2,2,1250,"Ático","Horta-Guinardó"
"3677","Esquerra Alta de l´Eixample",75,2,1,990,"Piso","Eixample"
"3678","Poblenou",127,4,2,1731,"Piso","Sant Martí"
"3679","Dreta de l´Eixample",90,2,2,1750,"Piso","Eixample"
"3680","Putget - Farró",91,3,2,1900,"Piso","Sarrià-Sant Gervasi"
"3681","Dreta de l´Eixample",209,4,3,3000,"Ático","Eixample"
"3682","Sant Gervasi - Galvany",214,5,3,2800,"Ático","Sarrià-Sant Gervasi"
"3683","Sant Ramon - Maternitat",85,3,2,1600,"Ático","Les Corts"
"3684","Dreta de l´Eixample",106,2,2,2150,"Piso","Eixample"
"3685","Sant Andreu",52,3,1,615,"Piso","Sant Andreu"
"3686","Sagrada Família",85,3,1,1130,"Piso","Eixample"
"3687","Sagrada Família",170,5,2,2000,"Piso","Eixample"
"3688","Sagrada Família",75,4,2,900,"Piso","Eixample"
"3691","Sant Gervasi - Galvany",214,5,3,2800,"Ático","Sarrià-Sant Gervasi"
"3692","Sant Ramon - Maternitat",85,3,2,1600,"Ático","Les Corts"
"3694","Raval",65,2,1,800,"Piso","Ciutat Vella"
"3695","Raval",105,2,2,950,"Piso","Ciutat Vella"
"3696","Taxonera",73,2,2,890,"Piso","Horta-Guinardó"
"3697","Tres Torres",55,2,1,800,"Planta","Sarrià-Sant Gervasi"
"3699","Les Corts",90,2,1,900,"Piso","Les Corts"
"3700","Dreta de l´Eixample",103,4,2,1290,"Piso","Eixample"
"3701","Raval",69,2,2,1090,"Piso","Ciutat Vella"
"3703","Sant Gervasi - Bonanova",100,3,2,1200,"Piso","Sarrià-Sant Gervasi"
"3704","Pedralbes",325,5,5,4000,"Piso","Les Corts"
"3706","Les Corts",65,3,1,875,"Piso","Les Corts"
"3708","Esquerra Alta de l´Eixample",58,2,1,1200,"Ático","Eixample"
"3709","Les Corts",120,3,2,1100,"Piso","Les Corts"
"3710","Vila de Gràcia",71,3,2,950,"Piso","Gràcia"
"3711","Sant Gervasi - Galvany",200,3,3,3000,"Piso","Sarrià-Sant Gervasi"
"3712","Sant Gervasi - Galvany",200,5,4,2800,"Piso","Sarrià-Sant Gervasi"
"3713","Fort Pienc",74,2,1,1350,"Piso","Eixample"
"3715","Dreta de l´Eixample",131,3,2,1600,"Piso","Eixample"
"3716","Prosperitat",55,3,1,750,"Piso","Nou Barris"
"3717","Esquerra Alta de l´Eixample",115,3,2,1300,"Piso","Eixample"
"3718","Dreta de l´Eixample",69,2,1,1050,"Piso","Eixample"
"3719","Diagonal Mar - La Mar Bella",84,3,2,2000,"Piso","Sant Martí"
"3720","Sant Antoni",110,4,2,1700,"Piso","Eixample"
"3721","Putget - Farró",103,3,2,1650,"Piso","Sarrià-Sant Gervasi"
"3722","Dreta de l´Eixample",150,3,3,4950,"Piso","Eixample"
"3723","Esquerra Alta de l´Eixample",105,2,2,1300,"Piso","Eixample"
"3724","Esquerra Baixa de l´Eixample",75,2,1,1200,"Piso","Eixample"
"3725","Dreta de l´Eixample",77,2,2,1900,"Piso","Eixample"
"3726","Sant Antoni",110,4,2,1700,"Piso","Eixample"
"3727","Camp de l´Arpa",88,2,1,1050,"Piso","Sant Martí"
"3728","Sant Antoni",140,5,2,1250,"Piso","Eixample"
"3729","Poble Sec",75,4,2,906,"Piso","Sants-Montjuïc"
"3731","Esquerra Baixa de l´Eixample",70,2,2,975,"Piso","Eixample"
"3732","Sants",372,5,3,2950,"Ático","Sants-Montjuïc"
"3733","Dreta de l´Eixample",70,2,1,1050,"Piso","Eixample"
"3734","Camp de l´Arpa",92,2,2,987,"Piso","Sant Martí"
"3735","Provençals del Poblenou",77,3,1,1000,"Piso","Sant Martí"
"3736","Sant Gervasi - Bonanova",58,2,1,1150,"Piso","Sarrià-Sant Gervasi"
"3737","Sagrada Família",70,2,1,1100,"Piso","Eixample"
"3740","El Clot",67,3,1,920,"Piso","Sant Martí"
"3741","Poble Sec",62,2,1,875,"Piso","Sants-Montjuïc"
"3742","Tres Torres",160,4,3,2300,"Piso","Sarrià-Sant Gervasi"
"3743","Tres Torres",85,2,2,2500,"Piso","Sarrià-Sant Gervasi"
"3745","Guinardó",72,2,2,1008,"Piso","Horta-Guinardó"
"3747","Sant Ramon - Maternitat",110,4,2,1450,"Piso","Les Corts"
"3748","Dreta de l´Eixample",120,3,1,1600,"Piso","Eixample"
"3749","Badal",50,2,1,1200,"Piso","Sants-Montjuïc"
"3750","Sants",80,3,1,1000,"Piso","Sants-Montjuïc"
"3751","Diagonal Mar - La Mar Bella",91,3,1,1450,"Piso","Sant Martí"
"3752","Sant Ramon - Maternitat",65,3,1,800,"Piso","Les Corts"
"3753","Sant Gervasi - Galvany",214,5,4,2800,"Piso","Sarrià-Sant Gervasi"
"3755","Poblenou",85,2,2,1895,"Loft","Sant Martí"
"3756","Sarrià",78,3,1,1200,"Piso","Sarrià-Sant Gervasi"
"3757","St. Pere - Sta. Caterina - El Born",74,3,1,1040,"Piso","Ciutat Vella"
"3758","Dreta de l´Eixample",75,3,1,750,"Piso","Eixample"
"3759","Raval",50,2,2,750,"Piso","Ciutat Vella"
"3761","Esquerra Baixa de l´Eixample",175,3,3,1800,"Piso","Eixample"
"3762","St. Pere - Sta. Caterina - El Born",187,5,3,2300,"Piso","Ciutat Vella"
"3763","Sants",90,3,2,1300,"Piso","Sants-Montjuïc"
"3765","Sant Gervasi - Bonanova",200,4,3,5600,"Ático","Sarrià-Sant Gervasi"
"3766","Sant Andreu",50,2,1,800,"Piso","Sant Andreu"
"3767","Camp d´en Grassot - Gràcia N.",90,4,2,1150,"Piso","Gràcia"
"3768","Gòtic",109,2,1,1253,"Piso","Ciutat Vella"
"3770","Gòtic",60,2,2,775,"Piso","Ciutat Vella"
"3772","Sarrià",75,2,1,1200,"Apartamento","Sarrià-Sant Gervasi"
"3773","Gòtic",150,3,3,1350,"Piso","Ciutat Vella"
"3774","Sagrada Família",80,3,2,1070,"Piso","Eixample"
"3777","St. Pere - Sta. Caterina - El Born",54,2,1,750,"Piso","Ciutat Vella"
"3778","Poblenou",90,4,2,875,"Piso","Sant Martí"
"3780","Poblenou",78,3,2,1091,"Piso","Sant Martí"
"3781","Sant Ramon - Maternitat",110,4,2,1300,"Piso","Les Corts"
"3782","Sant Gervasi - Galvany",80,2,1,1200,"Ático","Sarrià-Sant Gervasi"
"3784","Camp d´en Grassot - Gràcia N.",75,2,2,1250,"Apartamento","Gràcia"
"3785","Gòtic",52,3,1,950,"Piso","Ciutat Vella"
"3786","Esquerra Baixa de l´Eixample",115,4,2,1800,"Piso","Eixample"
"3787","Sant Gervasi - Galvany",65,2,1,990,"Piso","Sarrià-Sant Gervasi"
"3789","Sarrià",71,3,1,1190,"Piso","Sarrià-Sant Gervasi"
"3790","Dreta de l´Eixample",69,2,1,1050,"Piso","Eixample"
"3791","Les Corts",106,4,2,1450,"Piso","Les Corts"
"3792","Sant Antoni",106,2,2,1600,"Apartamento","Eixample"
"3793","Sagrada Família",87,2,1,950,"Piso","Eixample"
"3794","Sant Gervasi - Galvany",73,3,1,1150,"Piso","Sarrià-Sant Gervasi"
"3796","Vila de Gràcia",52,2,1,800,"Piso","Gràcia"
"3797","Dreta de l´Eixample",150,4,2,1500,"Piso","Eixample"
"3798","Tres Torres",100,4,2,1300,"Piso","Sarrià-Sant Gervasi"
"3799","La Bordeta",80,3,2,940,"Piso","Sants-Montjuïc"
"3800","Esquerra Alta de l´Eixample",75,2,2,1950,"Piso","Eixample"
"3801","Besòs - Maresme",71,3,1,760,"Piso","Sant Martí"
"3802","Esquerra Baixa de l´Eixample",73,2,2,1500,"Piso","Eixample"
"3803","Esquerra Alta de l´Eixample",141,3,2,1400,"Piso","Eixample"
"3804","Gòtic",85,3,1,1000,"Piso","Ciutat Vella"
"3806","Sant Antoni",70,3,2,1035,"Piso","Eixample"
"3807","Vila de Gràcia",100,2,2,1250,"Piso","Gràcia"
"3808","Guinardó",130,2,3,1250,"Dúplex","Horta-Guinardó"
"3809","La Marina-Montjuïc",97,3,1,1295,"Ático","Sants-Montjuïc"
"3810","Sagrada Família",58,3,1,900,"Piso","Eixample"
"3813","Camp d´en Grassot - Gràcia N.",60,2,1,980,"Piso","Gràcia"
"3814","St. Pere - Sta. Caterina - El Born",85,2,2,1225,"Apartamento","Ciutat Vella"
"3815","El Clot",80,3,2,1000,"Piso","Sant Martí"
"3816","St. Pere - Sta. Caterina - El Born",48,2,1,850,"Piso","Ciutat Vella"
"3817","Sagrada Família",91,3,1,1100,"Piso","Eixample"
"3818","Baix Guinardó",69,3,1,800,"Piso","Horta-Guinardó"
"3819","Sant Gervasi - Bonanova",74,4,2,1300,"Piso","Sarrià-Sant Gervasi"
"3821","Sagrada Família",50,3,1,800,"Apartamento","Eixample"
"3822","Sagrada Família",50,2,1,750,"Apartamento","Eixample"
"3824","Sant Ramon - Maternitat",95,4,2,1400,"Piso","Les Corts"
"3825","Guinardó",85,4,1,900,"Piso","Horta-Guinardó"
"3826","Sant Genís dels Agudells",80,3,2,950,"Piso","Horta-Guinardó"
"3827","Dreta de l´Eixample",102,2,2,1850,"Apartamento","Eixample"
"3828","La Verneda - La Pau",100,3,1,1100,"Piso","Sant Martí"
"3830","Sant Ramon - Maternitat",152,4,2,1650,"Piso","Les Corts"
